-59.98177067509266,-68.21449342793998,320,40
-59.98177067509266,-69.09386995463534,328,44
-59.98177067509266,-70.14074677212982,338,50
-59.98177067509266,-71.00756077701524,344,53
-59.98177067509266,-72.15912527625916,351,57
-59.98177067509266,-73.02593928114459,359,62
-59.98177067509266,-74.16494125857857,365,66
-59.98177067509266,-75.20763056880307,378,74
-59.98177067509266,-76.09956961730836,384,78
-59.98177067509266,-77.20088402931255,392,83
-59.98177067509266,-78.11376061416773,399,88
-59.98177067509266,-83.05083168547168,445,122
-59.98177067509266,-84.21495870652554,451,126
-59.98177067509266,-85.2995230894498,459,133
-58.99738713009662,-67.1885541467954,313,41
-58.99738713009662,-68.06793067349075,319,44
-58.99738713009662,-69.23624520181458,326,47
-58.99738713009662,-69.86855879958125,333,51
-58.99738713009662,-70.84006048621612,340,55
-58.99738713009662,-72.1130626962894,348,60
-58.99738713009662,-72.97150168663488,356,65
-58.99738713009662,-74.15237873676864,363,69
-58.99738713009662,-75.29975572874258,371,74
-58.99738713009662,-76.04931953006863,383,81
-58.99738713009662,-77.10457136210306,389,85
-58.99738713009662,-78.00069791787833,397,90
-58.99738713009662,-83.13876933814122,442,122
-58.99738713009662,-84.0516459229964,448,127
-58.99738713009662,-84.99383505874141,457,134
-57.99112839521177,-66.90380365243689,306,42
-57.99112839521177,-68.15168081889031,314,46
-57.99112839521177,-69.06036989647552,322,50
-57.99112839521177,-70.1993718739095,329,54
-57.99112839521177,-71.21274863324416,340,61
-57.99112839521177,-72.19681284168895,346,64
-57.99112839521177,-73.27300221007329,353,68
-57.99112839521177,-73.89694079329999,360,72
-57.99112839521177,-75.04013027800396,367,76
-57.99112839521177,-75.97394439920903,375,81
-57.99112839521177,-77.1925090147726,383,86
-57.99112839521177,-78.12632313597767,391,91
-57.99112839521177,-78.8046993137141,399,96
-57.99112839521177,-81.16645341398161,421,111
-57.99112839521177,-82.07095498429685,428,116
-57.99112839521177,-82.95451901826218,437,122
-57.99112839521177,-84.08514598115622,445,128
-57.99112839521177,-85.00221007328138,453,134
-57.99112839521177,-85.9653367453763,459,140
-56.984869660326915,-65.10736303361638,288,41
-56.984869660326915,-66.05792718390137,294,43
-56.984869660326915,-67.23880423403513,301,47
-56.984869660326915,-68.29824357333953,308,51
-56.984869660326915,-69.1399325346051,319,56
-56.984869660326915,-70.25380946841922,326,60
-56.984869660326915,-71.14993602419449,333,63
-56.984869660326915,-72.27637547981854,340,67
-56.984869660326915,-73.13481447016402,347,71
-56.984869660326915,-74.17331627311853,359,78
-56.984869660326915,-74.98988019076421,366,82
-56.984869660326915,-75.9027567756194,373,86
-56.984869660326915,-77.13807142026289,380,90
-56.984869660326915,-78.04676049784808,389,96
-56.984869660326915,-79.16482493893218,398,101
-56.984869660326915,-80.02326392927766,405,106
-56.984869660326915,-81.1706409212516,414,111
-56.984869660326915,-82.07095498429685,422,116
-56.984869660326915,-83.25183203443062,435,125
-56.984869660326915,-84.2400837501454,443,131
-56.984869660326915,-85.11527276957078,450,136
-56.984869660326915,-86.03233686169594,459,143
-56.00048611533086,-64.14004885425149,275,41
-56.00048611533086,-65.03198790275677,282,44
-56.00048611533086,-66.11236477841108,293,49
-56.00048611533086,-66.94986623240665,300,52
-56.00048611533086,-68.0763056880307,307,56
-56.00048611533086,-69.04780737466558,315,60
-56.00048611533086,-69.9899965104106,322,63
-56.00048611533086,-71.01174828428522,329,67
-56.00048611533086,-71.73199953472141,338,72
-56.00048611533086,-73.02593928114459,342,74
-56.00048611533086,-74.28219146213796,355,81
-56.00048611533086,-75.11550540886356,362,85
-56.00048611533086,-76.23775735721763,369,88
-56.00048611533086,-77.04594626032338,380,95
-56.00048611533086,-77.91276026520879,387,99
-56.00048611533086,-79.11457485169245,395,104
-56.00048611533086,-80.2410143073165,404,109
-56.00048611533086,-81.05339071769222,413,115
-56.00048611533086,-82.21333023147609,420,119
-56.00048611533086,-83.0089566127719,433,127
-56.00048611533086,-83.88833313946726,440,132
-56.00048611533086,-85.10689775503083,449,138
-56.00048611533086,-86.05327439804583,458,145
-54.994227380446006,-63.02198441316739,265,41
-54.994227380446006,-63.96836105618238,272,44
-54.994227380446006,-64.9314877282773,280,48
-54.994227380446006,-66.12073979295103,287,51
-54.994227380446006,-67.00849133418635,294,55
-54.994227380446006,-68.08049319530068,305,60
-54.994227380446006,-69.19018262184483,312,63
-54.994227380446006,-70.0486216121903,319,67
-54.994227380446006,-70.91543561707572,326,70
-54.994227380446006,-72.13818773990927,333,74
-54.994227380446006,-73.0636268465744,341,78
-54.994227380446006,-74.20262882400837,349,82
-54.994227380446006,-74.97313016168431,361,89
-54.994227380446006,-76.04513202279865,367,92
-54.994227380446006,-77.0040711876236,375,96
-54.994227380446006,-78.09701058508783,383,101
-54.994227380446006,-79.00569966267302,392,106
-54.994227380446006,-80.1656391764569,400,110
-54.994227380446006,-81.25020355938118,413,118
-54.994227380446006,-82.10445504245668,421,123
-54.994227380446006,-83.03826916366174,429,128
-54.994227380446006,-83.97208328486681,438,134
-54.994227380446006,-84.91845992788183,447,140
-54.994227380446006,-85.94021170175643,455,146
-53.98796864556117,-61.13760614167733,249,41
-53.98796864556117,-62.04629521926254,256,43
-53.98796864556117,-63.20623473304641,263,46
-53.98796864556117,-64.0604862161219,270,49
-53.98796864556117,-65.12411306269628,280,54
-53.98796864556117,-66.20867744562057,287,57
-53.98796864556117,-67.10899150866581,293,60
-53.98796864556117,-68.05118064441085,300,63
-53.98796864556117,-69.35349540537396,308,67
-53.98796864556117,-70.0863091776201,318,72
-53.98796864556117,-71.00756077701524,325,75
-53.98796864556117,-71.98324997092008,333,79
-53.98796864556117,-73.18925206467372,340,83
-53.98796864556117,-74.11887867860881,348,87
-53.98796864556117,-75.26206816331279,356,91
-53.98796864556117,-75.8860067465395,365,95
-53.98796864556117,-77.05432127486333,372,99
-53.98796864556117,-78.13469815051762,386,107
-53.98796864556117,-79.24438757706176,393,111
-53.98796864556117,-80.14051413283704,401,115
-53.98796864556117,-81.02407816680237,409,120
-53.98796864556117,-81.93276724438758,418,125
-53.98796864556117,-83.14295684541119,426,130
-53.98796864556117,-84.04327090845644,435,136
-53.98796864556117,-84.91008491334186,444,141
-53.98796864556117,-86.09933697801559,453,147
-53.98796864556117,-87.02058857741072,459,152
-52.98170991067631,-59.25322787018728,234,41
-52.98170991067631,-60.28335465860184,240,43
-52.98170991067631,-61.1627311852972,246,45
-52.98170991067631,-62.28079562638129,252,48
-52.98170991067631,-63.093172036757004,262,52
-52.98170991067631,-64.16517389787134,269,55
-52.98170991067631,-65.06130045364662,275,58
-52.98170991067631,-65.76898918227289,282,61
-52.98170991067631,-67.07130394323602,290,64
-52.98170991067631,-68.021868093521,298,68
-52.98170991067631,-69.18180760730488,306,72
-52.98170991067631,-70.06118413400023,314,76
-52.98170991067631,-71.21274863324416,321,79
-52.98170991067631,-72.12981272536932,328,82
-52.98170991067631,-73.27718971734326,336,86
-52.98170991067631,-74.11050366406886,347,92
-52.98170991067631,-75.19925555426312,355,95
-52.98170991067631,-76.01581947190881,362,99
-52.98170991067631,-77.08363382575317,370,103
-52.98170991067631,-78.03419797603814,378,107
-52.98170991067631,-79.00569966267302,386,111
-52.98170991067631,-80.18238920553682,395,116
-52.98170991067631,-81.28789112481098,408,123
-52.98170991067631,-82.07095498429685,417,128
-52.98170991067631,-83.23926951262068,424,132
-52.98170991067631,-84.04745841572642,433,137
-52.98170991067631,-85.16133534954054,446,145
-52.98170991067631,-86.0030243108061,455,151
-52.98170991067631,-87.14202628824009,460,155
-51.99732636568026,-58.21053855996278,222,41
-51.99732636568026,-59.10247760846807,229,43
-51.99732636568026,-60.12841688961266,239,47
-51.99732636568026,-61.032918459927885,245,49
-51.99732636568026,-62.14260788647203,252,52
-51.99732636568026,-63.17273467488659,258,55
-51.99732636568026,-64.08979876701174,265,58
-51.99732636568026,-64.93986274281727,275,62
-51.99732636568026,-66.13330231476097,282,65
-51.99732636568026,-66.96242875421659,289,68
-51.99732636568026,-68.11818076073048,296,72
-51.99732636568026,-69.27393276724439,303,75
-51.99732636568026,-70.15749680120972,311,78
-51.99732636568026,-71.27137373502384,318,81
-51.99732636568026,-72.08793765266954,329,87
-51.99732636568026,-73.21018960102361,336,90
-51.99732636568026,-74.0476910550192,343,93
-51.99732636568026,-74.96056763987437,351,97
-51.99732636568026,-75.91113179015936,359,101
-51.99732636568026,-76.92032104222403,368,105
-51.99732636568026,-78.14726067232756,377,110
-51.99732636568026,-79.17319995347215,385,114
-51.99732636568026,-80.09863906013726,394,119
-51.99732636568026,-81.03664068861231,402,123
-51.99732636568026,-82.15470512969641,416,130
-51.99732636568026,-83.07176922182157,425,135
-51.99732636568026,-84.1814586483657,433,140
-51.99732636568026,-85.1110852623008,442,145
-51.99732636568026,-86.18308712341515,451,151
-51.99732636568026,-87.09177620100036,459,157
-50.991067630795406,-55.04478306385949,199,41
-50.991067630795406,-55.924159590554844,205,42
-50.991067630795406,-57.17622426427824,212,45
-50.991067630795406,-58.11422589275328,218,47
-50.991067630795406,-59.25741537745726,225,50
-50.991067630795406,-60.06979178783297,235,54
-50.991067630795406,-60.95754332906828,241,56
-50.991067630795406,-62.16354542282191,248,59
-50.991067630795406,-63.2104222403164,255,62
-50.991067630795406,-64.03536117250204,261,64
-50.991067630795406,-65.14505059904619,268,67
-50.991067630795406,-65.95323950215192,278,72
-50.991067630795406,-67.1676166104455,285,75
-50.991067630795406,-68.07211818076073,293,78
-50.991067630795406,-69.27393276724439,300,81
-50.991067630795406,-70.10305920670001,308,85
-50.991067630795406,-71.02431080609514,315,87
-50.991067630795406,-72.16750029079911,322,91
-50.991067630795406,-73.18087705013377,334,96
-50.991067630795406,-74.16912876584855,340,99
-50.991067630795406,-75.00244271257415,347,102
-50.991067630795406,-75.89856926834942,355,105
-50.991067630795406,-76.85332092590438,363,109
